Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUbiIoCD2TGCVjo Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoISSQNTotalTest.java - startLine: 183;startOffset: 16;endOffset: 79;endLine: 183,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUbiIoCD2TGCVjp Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoISSQNTotalTest.java - startLine: 201;startOffset: 16;endOffset: 35;endLine: 201,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUbiIoCD2TGCVjq Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoISSQNTotalTest.java - startLine: 218;startOffset: 16;endOffset: 35;endLine: 218,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUbiIoCD2TGCVjr Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoISSQNTotalTest.java - startLine: 235;startOffset: 16;endOffset: 51;endLine: 235,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUbiIoCD2TGCVjs Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoISSQNTotalTest.java - startLine: 252;startOffset: 16;endOffset: 46;endLine: 252,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMxiIoCD2TGCVgc Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 49;startOffset: 16;endOffset: 52;endLine: 49,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMxiIoCD2TGCVgd Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 69;startOffset: 16;endOffset: 47;endLine: 69,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMxiIoCD2TGCVge Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 81;startOffset: 16;endOffset: 62;endLine: 81,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMxiIoCD2TGCVgf Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 93;startOffset: 16;endOffset: 49;endLine: 93,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMxiIoCD2TGCVgg Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 105;startOffset: 16;endOffset: 47;endLine: 105,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMxiIoCD2TGCVgh Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 117;startOffset: 16;endOffset: 47;endLine: 117,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMxiIoCD2TGCVgi Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencoesTributosTest.java - startLine: 129;startOffset: 16;endOffset: 46;endLine: 129,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUPiIoCD2TGCVjf Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTotalTest.java - startLine: 12;startOffset: 16;endOffset: 49;endLine: 12,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUPiIoCD2TGCVjg Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTotalTest.java - startLine: 20;startOffset: 16;endOffset: 42;endLine: 20,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgP Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 25;startOffset: 16;endOffset: 47;endLine: 25,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgQ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 44;startOffset: 16;endOffset: 45;endLine: 44,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgR Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 51;startOffset: 16;endOffset: 51;endLine: 51,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgS Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 72;startOffset: 16;endOffset: 34;endLine: 72,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgT Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 83;startOffset: 16;endOffset: 45;endLine: 83,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgU Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 94;startOffset: 16;endOffset: 51;endLine: 94,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgV Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 105;startOffset: 16;endOffset: 49;endLine: 105,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgW Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 116;startOffset: 16;endOffset: 43;endLine: 116,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgX Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 128;startOffset: 16;endOffset: 35;endLine: 128,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMZiIoCD2TGCVgY Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 140;startOffset: 16;endOffset: 36;endLine: 140,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKMZiIoCD2TGCVgZ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 167;startOffset: 8;endOffset: 11;endLine: 167,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKMZiIoCD2TGCVga Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransportadorTest.java - startLine: 178;startOffset: 8;endOffset: 11;endLine: 178,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKBsiIoCD2TGCVea Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransporteTest.java - startLine: 56;startOffset: 16;endOffset: 39;endLine: 56,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKBsiIoCD2TGCVeb Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransporteTest.java - startLine: 66;startOffset: 16;endOffset: 39;endLine: 66,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKBsiIoCD2TGCVec Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransporteTest.java - startLine: 76;startOffset: 16;endOffset: 39;endLine: 76,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKBsiIoCD2TGCVed Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransporteTest.java - startLine: 87;startOffset: 16;endOffset: 46;endLine: 87,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKBsiIoCD2TGCVee Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoTransporteTest.java - startLine: 97;startOffset: 16;endOffset: 45;endLine: 97,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKKXiIoCD2TGCVfk Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 14;startOffset: 16;endOffset: 57;endLine: 14,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKKXiIoCD2TGCVfl Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 19;startOffset: 16;endOffset: 56;endLine: 19,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKKXiIoCD2TGCVfm Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 24;startOffset: 16;endOffset: 60;endLine: 24,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKKXiIoCD2TGCVfn Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 29;startOffset: 16;endOffset: 68;endLine: 29,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKKXiIoCD2TGCVfo Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 59;startOffset: 16;endOffset: 84;endLine: 59,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKKXiIoCD2TGCVfp Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoRetencaoICMSTransporteTest.java - startLine: 69;startOffset: 16;endOffset: 43;endLine: 69,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPgiIoCD2TGCVh9 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoVeiculoTest.java - startLine: 14;startOffset: 8;endOffset: 11;endLine: 14,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPgiIoCD2TGCVh- Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoVeiculoTest.java - startLine: 25;startOffset: 8;endOffset: 11;endLine: 25,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPgiIoCD2TGCVh8 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoVeiculoTest.java - startLine: 35;startOffset: 16;endOffset: 36;endLine: 35,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKRbiIoCD2TGCVik Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoReboqueTest.java - startLine: 14;startOffset: 8;endOffset: 11;endLine: 14,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKRbiIoCD2TGCVij Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoReboqueTest.java - startLine: 40;startOffset: 16;endOffset: 66;endLine: 40,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKRPiIoCD2TGCVii Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoCanaFornecimentoDiarioTest.java - startLine: 22;startOffset: 16;endOffset: 37;endLine: 22,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSwiIoCD2TGCVjK Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoCobrancaTest.java - startLine: 23;startOffset: 16;endOffset: 51;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSwiIoCD2TGCVjL Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoCobrancaTest.java - startLine: 32;startOffset: 16;endOffset: 38;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSwiIoCD2TGCVjM Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoCobrancaTest.java - startLine: 39;startOffset: 16;endOffset: 41;endLine: 39,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKOTiIoCD2TGCVg- Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoDuplicataTest.java - startLine: 28;startOffset: 16;endOffset: 47;endLine: 28,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKOTiIoCD2TGCVg_ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoDuplicataTest.java - startLine: 36;startOffset: 16;endOffset: 46;endLine: 36,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSkiIoCD2TGCVjD Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoInformacoesAdicionaisTest.java - startLine: 45;startOffset: 16;endOffset: 67;endLine: 45,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSkiIoCD2TGCVjE Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoInformacoesAdicionaisTest.java - startLine: 65;startOffset: 16;endOffset: 57;endLine: 65,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSkiIoCD2TGCVjF Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoInformacoesAdicionaisTest.java - startLine: 85;startOffset: 16;endOffset: 54;endLine: 85,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSkiIoCD2TGCVjG Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoInformacoesAdicionaisTest.java - startLine: 102;startOffset: 16;endOffset: 55;endLine: 102,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSkiIoCD2TGCVjH Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoInformacoesAdicionaisTest.java - startLine: 118;startOffset: 16;endOffset: 48;endLine: 118,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSkiIoCD2TGCVjI Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoInformacoesAdicionaisTest.java - startLine: 134;startOffset: 16;endOffset: 78;endLine: 134,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSkiIoCD2TGCVjJ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoInformacoesAdicionaisTest.java - startLine: 153;startOffset: 16;endOffset: 67;endLine: 153,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKTjiIoCD2TGCVjb Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoObservacaoTest.java - startLine: 13;startOffset: 8;endOffset: 11;endLine: 13,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKTjiIoCD2TGCVjc Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoObservacaoTest.java - startLine: 24;startOffset: 8;endOffset: 11;endLine: 24,Maintenance (Code Smells)
